year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7bm509353,ca,3.2,29907.0,black,black,nissan infiniti lt,20500.0,19500.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6bm304932,ca,4.1,43802.0,gray,gray,nissan infiniti lt,19150.0,20000.0,2014-12-18 12:30:00+08:00
2011,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1vg1b1385920,ca,1.9,46300.0,gray,black,"jpmorgan chase bank,n.a.",9475.0,7000.0,2014-12-16 12:30:00+08:00
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d49ba294519,ca,4.3,40776.0,black,black,"jpmorgan chase bank,n.a.",36200.0,40500.0,2014-12-18 12:30:00+08:00
2011,Jaguar,XK,XKR,Coupe,automatic,sajwa4dc4bmb39227,ca,1.9,42820.0,blue,tan,"jpmorgan chase bank,n.a.",39600.0,36500.0,2014-12-18 12:30:00+08:00
2011,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55bt097474,ca,3.8,57649.0,black,black,american road leasing inc,9125.0,10000.0,2014-12-17 12:15:00+08:00
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d42ba281479,ca,4.4,30869.0,white,tan,"jpmorgan chase bank,n.a.",37600.0,38500.0,2014-12-18 12:30:00+08:00
2011,Jaguar,XJ,XJL,Sedan,automatic,sajwa2gb9blv12983,ca,3.9,62763.0,green,tan,"jpmorgan chase bank,n.a.",31700.0,29000.0,2015-02-12 04:30:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek6bm215019,ca,4.3,31199.0,black,black,nissan infiniti lt,20300.0,21500.0,2015-02-12 04:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6bm503463,ca,2.7,15498.0,—,beige,nissan infiniti lt,21900.0,16750.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek1bm215655,ca,4.2,39637.0,blue,black,nissan infiniti lt,20200.0,21500.0,2014-12-17 12:30:00+08:00
2011,Jaguar,XF,Premium,Sedan,automatic,sajwa0gb8blr97623,ca,1.9,45065.0,black,black,"jpmorgan chase bank,n.a.",24600.0,19750.0,2015-01-15 04:30:00+08:00
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap5bm600951,ca,3.8,80986.0,gray,black,gm financial,14450.0,14300.0,2014-12-17 12:30:00+08:00
2011,Jaguar,XF,Base,Sedan,automatic,sajwa0fb8bls14012,ca,3.5,38814.0,black,black,"jpmorgan chase bank,n.a.",24300.0,26000.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek6bm215568,ca,4.2,22051.0,gray,black,nissan infiniti lt,22200.0,20500.0,2014-12-18 12:30:00+08:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5ebxba528653,ca,4.4,25625.0,white,—,mercedes-benz financial services,20400.0,20500.0,2014-12-18 12:30:00+08:00
2011,Mazda,Mazda3,i Touring,Sedan,manual,jm1bl1vg9b1433809,ca,1.9,39989.0,gray,black,"jpmorgan chase bank,n.a.",9800.0,8250.0,2014-12-16 12:30:00+08:00
2011,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e47ba269451,ca,3.9,59971.0,white,beige,"jpmorgan chase bank,n.a.",37900.0,37500.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2bm305205,ca,2.1,41191.0,blue,beige,nissan infiniti lt,19500.0,16000.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2bm509552,ca,3.5,34526.0,black,black,nissan infiniti lt,20000.0,20250.0,2014-12-18 12:30:00+08:00
2011,Mazda,Mazda3,s Sport,Sedan,automatic,jm1bl1u66b1405863,ca,3.7,33339.0,gray,black,"jpmorgan chase bank,n.a.",10550.0,12750.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2bm509308,ca,2.7,38896.0,gray,black,nissan infiniti lt,19700.0,21500.0,2014-12-17 12:30:00+08:00
2011,Mazda,Mazda3,s Sport,Hatchback,automatic,jm1bl1k6xb1388438,ca,3.1,39729.0,gray,black,"jpmorgan chase bank,n.a.",11200.0,11500.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7bm304972,ca,3.9,37415.0,blue,black,nissan infiniti lt,19750.0,22000.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek4bm215293,ca,4.0,48051.0,white,gray,nissan infiniti lt,19450.0,22750.0,2015-01-15 04:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9bm304066,ca,4.1,52276.0,white,gray,nissan infiniti lt,18350.0,18750.0,2014-12-18 12:30:00+08:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb5ba528737,ca,1.9,29355.0,black,black,mercedes-benz usa,20000.0,16250.0,2014-12-18 12:00:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek0bm215520,ca,4.4,39540.0,white,beige,nissan infiniti lt,20200.0,22500.0,2014-12-17 12:30:00+08:00
2011,Kia,Forte,SX,Sedan,automatic,knafw4a30b5444152,ca,3.5,36853.0,silver,black,first investors servicing corp,10350.0,10600.0,2014-12-16 12:30:00+08:00
2011,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5gb2bf077405,ca,4.2,18862.0,silver,black,calstar motors inc,28300.0,26500.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe4bm951577,ca,3.6,45154.0,white,gray,nissan infiniti lt,22700.0,25250.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6bm509540,ca,4.3,30363.0,white,beige,nissan infiniti lt,20400.0,19000.0,2014-12-23 12:30:00+08:00
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap8bm604282,ca,3.7,55003.0,black,black,nissan infiniti lt,15650.0,16250.0,2014-12-18 12:30:00+08:00
2011,Jaguar,XJ,Base,Sedan,automatic,sajwa1cb3blv05866,ca,2.9,25038.0,blue,beige,"jpmorgan chase bank,n.a.",35700.0,36000.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6bm509523,ca,4.0,24109.0,gray,black,nissan infiniti lt,21000.0,20750.0,2014-12-18 12:30:00+08:00
2011,Lexus,IS 250,Base,Sedan,automatic,jthbf5c23b5131185,ca,3.4,81895.0,silver,black,l m auto wholesale,16050.0,16000.0,2014-12-18 12:30:00+08:00
2011,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,1j4ba6h18bl551990,ca,3.7,33626.0,black,brown,us bank,28900.0,30750.0,2014-12-16 12:30:00+08:00
2011,Lincoln,Town Car,Signature Limited,Sedan,automatic,2lnbl8cv1bx757236,ca,2.9,45474.0,red,black,dtg operations inc,17500.0,16500.0,2015-02-18 04:30:00+08:00
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d46ba287737,ca,3.9,27570.0,gray,black,"jpmorgan chase bank,n.a.",38500.0,38000.0,2015-01-15 04:30:00+08:00
2011,Jaguar,XK,Base,Convertible,automatic,sajwa4gb7blb39053,ca,2.9,35870.0,gray,black,"jpmorgan chase bank,n.a.",37000.0,35500.0,2014-12-18 12:30:00+08:00
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d44ba273931,ca,3.7,44152.0,blue,beige,high bid trading co inc,36700.0,35250.0,2014-12-18 12:00:00+08:00
2011,Mercedes-Benz,E-Class,E350 4MATIC,Wagon,automatic,wddhh8hb7ba213255,ca,3.1,71682.0,black,black,lexus of riverside,22800.0,25000.0,2014-12-18 12:30:00+08:00
2011,Mazda,Mazda3,s Grand Touring,Hatchback,automatic,jm1bl1m60b1452712,ca,2.9,36985.0,silver,black,"jpmorgan chase bank,n.a.",12450.0,13000.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe8bm954126,ca,3.6,32354.0,gray,black,nissan infiniti lt,24500.0,24750.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1bm509848,ca,4.1,25541.0,blue,gray,nissan infiniti lt,21000.0,21500.0,2014-12-17 12:30:00+08:00
2011,Lexus,RX 450h,Base,SUV,automatic,jtjzb1ba3b2405044,ca,3.5,36258.0,gold,beige,fiserv/usb dealer services northstar exchange,29100.0,27250.0,2014-12-18 12:30:00+08:00
2011,Mazda,Mazda6,i Sport,Sedan,automatic,1yvhz8bh9b5m27574,ca,3.3,52241.0,gray,black,"jpmorgan chase bank,n.a.",8850.0,10750.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9bm509774,ca,4.1,28714.0,gray,black,nissan infiniti lt,20600.0,19000.0,2014-12-18 12:30:00+08:00
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb8gb5ba740340,ca,3.9,59892.0,white,beige,us bank,23400.0,24750.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0bm305543,ca,3.9,37358.0,white,gray,nissan infiniti lt,19750.0,18750.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1bm305521,ca,2.3,25711.0,white,black,nissan infiniti lt,20900.0,19000.0,2014-12-16 12:30:00+08:00
2011,Lincoln,MKT,Base,Wagon,automatic,2lmhj5ar3bbj53564,ca,3.7,34790.0,white,black,"ford motor credit company,llc pd",22000.0,24800.0,2014-12-18 12:00:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7bm305409,ca,4.5,38133.0,white,beige,nissan infiniti lt,19700.0,21000.0,2014-12-18 12:30:00+08:00
2011,Kia,Sorento,Base,SUV,automatic,5xykt4a14bg145862,ca,3.5,54933.0,green,beige,exeter finance corp,10950.0,9500.0,2014-12-18 12:00:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek9bm215726,ca,3.7,29852.0,gray,black,nissan infiniti lt,21100.0,22500.0,2014-12-23 12:30:00+08:00
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb8gb7ba638179,ca,4.3,70664.0,gray,black,bill pearce motors,21800.0,21000.0,2014-12-18 12:30:00+08:00
2011,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1vg4b1433667,ca,4.3,34335.0,gray,black,high bid trading co inc,10050.0,12500.0,2014-12-17 12:15:00+08:00
2011,Lexus,LS 460,L,Sedan,automatic,jthdl5ef5b5003726,ca,3.6,57122.0,silver,gray,lexus of stevens creek,31200.0,34500.0,2014-12-17 12:30:00+08:00
2011,Infiniti,QX56,Base,SUV,automatic,jn8az2nf4b9500104,ca,3.4,72037.0,black,black,high bid trading co inc,33400.0,29500.0,2014-12-17 12:15:00+08:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb1ba442728,ca,3.3,30174.0,—,black,mercedes-benz usa,19950.0,17000.0,2014-12-18 12:00:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2bm304104,ca,3.8,28411.0,black,beige,nissan infiniti lt,20600.0,18750.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek2bm215616,ca,3.4,11832.0,black,black,nissan infiniti lt,23200.0,18000.0,2014-12-18 12:30:00+08:00
2011,Jaguar,XF,Premium,Sedan,automatic,sajwa0gb5blr85915,ca,3.5,42910.0,silver,black,"jpmorgan chase bank,n.a.",24000.0,25500.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Coupe,G37x,G Coupe,automatic,jn1cv6el5bm261191,ca,3.0,16454.0,gray,beige,nissan infiniti lt,23300.0,22000.0,2014-12-17 12:30:00+08:00
2011,Jaguar,XJ,XJL,Sedan,automatic,sajwa2gb6blv01651,ca,2.2,37588.0,black,black,"jpmorgan chase bank,n.a.",35100.0,37000.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek0bm215503,ca,4.1,48267.0,white,black,nissan infiniti lt,19600.0,20250.0,2014-12-18 12:30:00+08:00
2011,Kia,Optima,SX,Sedan,automatic,knagr4a64b5058937,ca,3.6,34603.0,red,black,ecars,15450.0,16750.0,2014-12-30 12:30:00+08:00
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar8bm412423,ca,2.8,38722.0,black,black,nissan infiniti lt,19200.0,17500.0,2014-12-16 12:30:00+08:00
2011,Mercedes-Benz,GL-Class,GL550 4MATIC,SUV,automatic,4jgbf8ge9ba746608,ca,4.0,56319.0,—,black,motor city buick gmc,37400.0,37000.0,2014-12-23 12:30:00+08:00
2011,Mazda,CX-7,s Grand Touring,SUV,automatic,jm3er2dl5b0384556,ca,3.9,33791.0,black,black,northwestern chrys/j/d/ge,14950.0,15400.0,2014-12-23 12:30:00+08:00
2011,Infiniti,G Sedan,G25x,G Sedan,automatic,jn1dv6ar3bm653875,ca,4.0,25199.0,gray,gray,nissan infiniti lt,17950.0,19000.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek5bm215433,ca,3.7,42488.0,white,beige,nissan infiniti lt,20200.0,20000.0,2014-12-18 12:30:00+08:00
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d48ba701824,ca,4.1,36252.0,white,tan,"jpmorgan chase bank,n.a.",38500.0,40500.0,2014-12-18 12:30:00+08:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb7br149837,ca,2.7,43589.0,white,beige,"jpmorgan chase bank,n.a.",18300.0,15500.0,2015-01-15 04:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3bm510175,ca,4.8,33654.0,gray,gray,nissan infiniti lt,20200.0,20500.0,2014-12-17 12:30:00+08:00
2011,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1ug0b1364185,ca,3.6,45590.0,white,black,galpin ford studio rentals,8675.0,10750.0,2014-12-16 12:30:00+08:00
2011,Kia,Optima,LX,Sedan,automatic,knagm4a70b5153082,ca,2.5,26595.0,black,gray,kia motors finance,11250.0,9500.0,2014-12-16 12:00:00+08:00
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d48ba283124,ca,3.6,26263.0,white,tan,"jpmorgan chase bank,n.a.",38300.0,38000.0,2014-12-18 12:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8bm509197,ca,4.2,19762.0,—,tan,nissan infiniti lt,20600.0,21000.0,2015-01-15 04:30:00+08:00
2011,Kia,Optima,SX,Sedan,automatic,knagr4a64b5133393,ca,4.6,24817.0,red,black,"kia motors america, inc -lemon law buybacks",16600.0,14000.0,2014-12-16 12:30:00+08:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb6bf652521,ca,4.3,33106.0,white,black,gossler motors,19600.0,19750.0,2014-12-16 12:00:00+08:00
2011,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb3ba341479,ca,3.6,23375.0,black,black,mercedes-benz financial services,26500.0,26000.0,2014-12-18 12:30:00+08:00
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d47ba258165,ca,3.8,53884.0,black,black,"jpmorgan chase bank,n.a.",33700.0,32000.0,2015-01-15 04:30:00+08:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxbm508844,ca,4.3,38636.0,black,black,nissan infiniti lt,19650.0,20500.0,2014-12-23 12:30:00+08:00
2011,Kia,Sorento,Base,SUV,automatic,5xykt3a18bg001886,ca,2.0,74774.0,blue,gray,sst financial,10450.0,8000.0,2015-01-07 04:30:00+08:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb7ba523281,ca,3.6,15250.0,black,black,mercedes-benz financial services,21400.0,22500.0,2014-12-18 12:30:00+08:00
2011,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5gb8bf079854,ca,4.4,47993.0,silver,gray,mercedes-benz financial services,26100.0,26000.0,2014-12-18 12:30:00+08:00
2011,Jeep,Compass,Base,SUV,automatic,1j4nt1fa6bd248696,ca,2.8,44208.0,white,—,bmw alphera/alphera financial services,10900.0,10400.0,2014-12-17 12:30:00+08:00
2011,Mazda,Mazda3,s Grand Touring,Hatchback,automatic,jm1bl1m69b1391974,ca,3.4,43310.0,gray,black,"jpmorgan chase bank,n.a.",12150.0,14250.0,2014-12-16 12:30:00+08:00
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar7bm407164,ca,4.9,38538.0,black,black,nissan infiniti lt,19050.0,21000.0,2014-12-17 12:30:00+08:00
2011,Volkswagen,Jetta,S,Sedan,manual,3vw1k7aj3bm334051,ca,1.9,9445.0,white,black,remarketing by ge/xpress rent a car,9475.0,9250.0,2014-12-23 12:00:00+08:00
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du7b5321998,ca,3.7,31994.0,silver,gray,toyota financial services,14200.0,13800.0,2015-01-06 16:00:00+08:00
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee1bj088711,ca,4.4,33452.0,white,gray,wells fargo dealer services,10150.0,11600.0,2014-12-18 12:00:00+08:00
2011,Subaru,Impreza,2.5i Premium,Sedan,automatic,jf1ge6b64bh518563,ca,3.9,35159.0,silver,black,"jpmorgan chase bank,n.a.",12450.0,13000.0,2014-12-18 12:00:00+08:00
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap5bl722263,ca,3.7,37876.0,black,gray,nissan-infiniti lt,9375.0,10500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5bc845430,ca,4.1,43941.0,white,tan,nissan-infiniti lt,16200.0,17500.0,2014-12-16 12:30:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap9bc864028,ca,4.8,45142.0,black,black,nissan-infiniti lt,16050.0,17300.0,2014-12-17 12:30:00+08:00
2010,Chevrolet,Aveo,1LT,Sedan,automatic,kl1td5de3ab111157,ca,3.7,55666.0,red,black,repo remarketing/twin star credit union,5150.0,5900.0,2014-12-17 12:30:00+08:00
2010,Dodge,Challenger,SE,Coupe,automatic,2b3cj4dv9ah291720,ca,1.9,105930.0,black,black,a l financial,10350.0,10500.0,2015-01-14 04:30:00+08:00
2011,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv1bw108274,ca,2.7,82074.0,blue,tan,ge fleet services for itself/servicer,11850.0,12000.0,2014-12-16 12:00:00+08:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1bn483416,ca,3.6,91442.0,white,black,wheels exchange llc,7900.0,9500.0,2014-12-17 12:30:00+08:00
2011,Toyota,Corolla,Base,Sedan,automatic,jtdbu4ee4bj094907,ca,1.0,291087.0,white,gray,ge fleet services for itself/servicer,7650.0,3600.0,2014-12-16 13:00:00+08:00
2011,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a72bl011625,ca,4.7,54395.0,black,black,mckenna audi/mckenna bmw,44100.0,44000.0,2014-12-18 12:00:00+08:00
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4bt007928,ca,3.9,36905.0,white,tan,nissan-infiniti lt,9300.0,10500.0,2014-12-16 12:30:00+08:00
2011,Toyota,Sienna,XLE 8-Passenger,Minivan,automatic,5tdyk3dc7bs109946,ca,3.5,42261.0,silver,beige,nissan technical center,20900.0,19750.0,2014-12-16 12:30:00+08:00
2010,Chevrolet,Tahoe,LS,SUV,automatic,1gnmcae3xar223460,ca,2.0,50922.0,white,black,remarketing by ge/golden 1 credit union,18150.0,16250.0,2014-12-17 11:00:00+08:00
2011,Nissan,Sentra,2.0,Sedan,automatic,3n1ab6ap9bl680826,ca,2.1,66588.0,gray,black,santander consumer,7975.0,7100.0,2014-12-18 12:00:00+08:00
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee8bj096062,ca,1.9,44409.0,gray,gray,aaero sweet company,9675.0,9250.0,2014-12-17 12:15:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj6bm382488,ca,1.0,32716.0,—,black,vw credit,9450.0,7100.0,2014-12-16 12:00:00+08:00
2011,Volkswagen,Jetta,SEL PZEV,Sedan,automatic,3vwlz7aj0bm317969,ca,1.9,62156.0,silver,black,meridian remarketing,9950.0,9000.0,2015-01-21 04:30:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj6bm382510,ca,1.0,31118.0,—,black,vw credit,9500.0,7400.0,2014-12-16 12:00:00+08:00
2011,Nissan,Armada,Platinum,SUV,automatic,5n1ba0nf5bn619150,ca,3.8,63026.0,red,black,nissan motor acceptance corporation,23600.0,22250.0,2014-12-17 12:30:00+08:00
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap1bn465000,ca,2.6,49171.0,black,black,nissan-infiniti lt,10700.0,12500.0,2014-12-16 12:30:00+08:00
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap0bn494066,ca,4.0,37078.0,black,black,nissan-infiniti lt,11350.0,11800.0,2014-12-17 12:30:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap4bc862820,ca,4.0,24000.0,black,gray,nissan-infiniti lt,17600.0,17750.0,2014-12-16 12:30:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7ajxbm389220,ca,1.0,30897.0,gray,black,vw credit,9500.0,6800.0,2014-12-16 12:00:00+08:00
2010,Chevrolet,Equinox,LS,SUV,automatic,2cnalbew7a6377823,ca,4.0,77058.0,gray,black,ge capital fleet services,10000.0,10700.0,2014-12-17 12:30:00+08:00
2011,Subaru,Impreza,2.5i,Sedan,automatic,jf1ge6a64bh518595,ca,3.6,49955.0,blue,black,"jpmorgan chase bank,n.a.",10850.0,10700.0,2014-12-18 12:00:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3bc859827,ca,4.2,37451.0,black,black,nissan-infiniti lt,16650.0,18750.0,2014-12-16 12:30:00+08:00
2011,Toyota,Camry,SE,Sedan,automatic,4t1bf3ek4bu764329,ca,4.5,19131.0,black,black,bmw alphera/alphera financial services,13700.0,15600.0,2014-12-17 12:30:00+08:00
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt2bw189156,ca,4.2,21781.0,white,gray,nissan-infiniti lt,16250.0,18000.0,2014-12-16 12:30:00+08:00
2011,Nissan,Murano,LE,SUV,automatic,jn8az1mu8bw066135,ca,2.7,40171.0,blue,black,nissan-infiniti lt,16750.0,19000.0,2014-12-16 12:30:00+08:00
2010,Chevrolet,Equinox,LTZ,SUV,automatic,2cnalfew5a6309110,ca,4.3,32078.0,beige,brown,onemain rem/casey's car inc,15200.0,12500.0,2014-12-17 12:30:00+08:00
2011,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brbbc6b3421350,ca,2.5,52776.0,white,gray,ge fleet services for itself/servicer,15450.0,13500.0,2014-12-16 12:00:00+08:00
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5en5a1249043,ca,3.5,92351.0,black,black,cig financial,6225.0,6100.0,2014-12-17 12:30:00+08:00
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek2br150756,ca,2.0,40794.0,gray,gray,wells fargo dealer services,11300.0,10300.0,2014-12-18 12:00:00+08:00
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du3b5329435,ca,3.7,69341.0,black,gray,toyota financial services,11950.0,12400.0,2015-01-07 13:00:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap1bc835218,ca,4.0,40994.0,black,black,nissan-infiniti lt,16300.0,17750.0,2014-12-17 12:30:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj1bm363881,ca,1.0,42008.0,white,beige,vw credit,9250.0,6100.0,2014-12-16 12:00:00+08:00
2010,BMW,3 Series,328i,Sedan,automatic,wbaph5g54anm35174,ca,3.5,66228.0,gray,gray,bmw of murrieta,12650.0,15500.0,2014-12-16 12:30:00+08:00
2011,Nissan,Juke,SL,Hatchback,manual,jn8af5mr2bt001519,ca,3.5,46810.0,gray,black,"jpmorgan chase bank,n.a.",11400.0,13500.0,2014-12-18 12:00:00+08:00
2010,Dodge,Caliber,SXT Fleet,Wagon,automatic,1b3cb4ha7ad585991,ca,2.3,65923.0,gold,beige,santander consumer,6975.0,5500.0,2014-12-18 12:00:00+08:00
2011,Toyota,Camry,Base,Sedan,automatic,4t4bf3ek9br206711,ca,2.0,45353.0,gray,gray,remarketing by ge/flagship credit acceptance,11250.0,9250.0,2014-12-16 12:00:00+08:00
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0bc847117,ca,4.4,41118.0,white,black,nissan-infiniti lt,16400.0,17000.0,2014-12-16 12:30:00+08:00
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du8b0314667,ca,4.0,47905.0,blue,beige,northwestern chrys/j/d/ge,13600.0,13600.0,2014-12-23 12:30:00+08:00
2010,Chevrolet,Traverse,LS,SUV,automatic,1gnlreed8aj207007,ca,1.9,100441.0,blue,gray,santander consumer,9525.0,9000.0,2014-12-18 12:00:00+08:00
2010,Chevrolet,Camaro,1LT,Coupe,automatic,2g1fb1ev1a9128228,ca,3.6,89193.0,silver,black,remarketing by ge/golden 1 credit union,13350.0,13500.0,2014-12-17 12:30:00+08:00
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap1bl610379,ca,2.8,100142.0,gray,gray,thrifty car rental,5950.0,6200.0,2014-12-26 15:00:00+08:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6bc184404,ca,3.3,100015.0,silver,gray,california republic bank,7475.0,8500.0,2014-12-17 12:30:00+08:00
2010,Chevrolet,Camaro,1SS,Coupe,manual,2g1fs1ew9a9216243,ca,3.9,42836.0,yellow,black,santander consumer,18000.0,20900.0,2014-12-18 12:00:00+08:00
2010,Chevrolet,Camaro,1LT,Coupe,automatic,2g1fb1ev1a9111798,ca,3.9,49365.0,gray,black,"jpmorgan chase bank,n.a.",15200.0,16200.0,2014-12-18 12:00:00+08:00
2011,Volkswagen,Routan,SE,Minivan,automatic,2v4rw3dg4br717840,ca,1.0,49716.0,—,gray,vw credit,12050.0,6700.0,2014-12-16 13:00:00+08:00
2010,Dodge,Avenger,SXT,Sedan,automatic,1b3cc4fb1an131559,ca,3.4,119058.0,silver,black,a l financial corporation,4725.0,5200.0,2014-12-17 12:30:00+08:00
2010,BMW,7 Series,750Li,Sedan,automatic,wbakb8c58acy63859,ca,3.7,64010.0,beige,beige,caseys cars inc,28400.0,28500.0,2014-12-18 12:30:00+08:00
